,Unnamed: 0,type of prompt,temperature,text,anger,trust,surprise,disgust,joy,sadness,fear,anticipation
0,0,positive,0.1,"  Alright, self, let's have a little chat, eh? It's been a while since we've had one of these heart-to-hearts. I mean, it's not like I don't talk to myself already, what with all the data analysis and coding I do at work. But this is different, this is just... me, you know?  So, here I am, in the big city, working as a data scientist for a massive company. It's a bloody good job, really. I get to use my brain, solve complex problems, and make a difference in the world, even if it's just a tiny one. And the people, they're alright, too. I've made some good mates here, the kind of people who'll go for a pint with you after work or help you move flats on the weekend.  But, blimey, it's not all sunshine and roses, is it? I mean, I've only been here for a few months, and I'm still trying to figure this place out. London's a bloody monster of a city, and it can be a bit overwhelming at times. I miss the countryside, the fresh air, the quiet. I miss my old mates, too, the ones I left behind when I moved here. We don't talk as much as we used to, and it's tough, you know?  And then there's the whole dating scene. Bloody hell, it's a nightmare. I mean, I'm not exactly a Casanova, but I used to do alright back home. Here, though, it's a different story. Everyone's so... busy, I guess? Or maybe it's just me. Maybe I'm not putting myself out there enough. Maybe I'm not the kind of guy who can make it in a city like this.  But, no, I can't think like that. I've got to stay positive, keep pushing forward. I've got to explore this city, find the hidden gems, the quiet corners, the places where I can breathe and think and be myself. I've got to make new friends, find new hobbies, discover new passions.  And, you know, maybe I'll even find someone special. Someone who understands me, who gets me, who makes me laugh and feel alive. It's a tall order, I know, but I've got to believe it's possible. I've got to believe that I can find happiness here, in this crazy, chaotic, beautiful city.  So, here's to the future, eh? To new adventures, new challenges, new experiences. To growth, to learning, to becoming the best version of myself that I can be. To London, and to me, and to all the possibilities that lie ahead.  Now, let's get back to work, shall we? There's a mountain of data waiting for me, and I've got a bloody good feeling about this one. Let's see what secrets we can uncover, you and I. Together, we can do anything.",-1.7096590619988885,-0.8372858592668817,1.0017251135633995,-1.8329402544074098,4.066281705655277,-0.1696981404479004,-1.3989191689249805,1.9811035629757956
1,1,positive,0.1,"  Man, I can't believe it's been six months already since I moved to this bustling metropolis. London, the city of dreams, the city of opportunities. I remember when I first stepped off the train at King's Cross, feeling both excited and terrified at the same time. I had no idea what to expect, but I knew I wanted to make a name for myself in the world of data science.  And here I am, working for one of the largest companies in the city, crunching numbers and making sense of data day in and day out. It's not always easy, and the pressure can be immense, but I love the thrill of solving complex problems and finding new insights that can make a real difference. I've met some amazing people here, too, and I'm grateful for the friendships I've made.  But sometimes, when I'm alone in my flat or taking a walk through the city, I can't help but feel a little lost. I've been so focused on work and my social life that I haven't really taken the time to explore this incredible city that I now call home. I mean, sure, I've seen the touristy spots, but there's so much more to London than Big Ben and the London Eye.  I want to wander through hidden alleyways, discover quirky little cafes, and stumble upon secret gardens. I want to learn more about the history and culture of this place, and maybe even take up a new hobby or two. I've always been fascinated by art, so maybe I'll start taking painting classes, or learn how to play the guitar. Who knows?  And as for my career, I've been thinking a lot about where I want to go next. I love my job, but I don't want to stagnate. I want to keep learning, growing, and challenging myself. Maybe I'll pursue a master's degree in data science, or maybe I'll start my own consulting business. The possibilities are endless, and I'm excited to see where this journey takes me.  But for now, I think I'll just take a deep breath, soak in the sights and sounds of this beautiful city, and enjoy the moment. After all, life is all about the journey, not the destination, right? And I can't wait to see what adventures await me in this incredible place I now call home.",-1.954099073325422,0.1620697655704655,2.2515232623896866,-2.7523272036658373,3.529452098847197,-0.9217275907302636,-0.7478990042043014,4.448688071253635
2,3,positive,0.1,"  Man, I can't believe it's been six months since I moved to London. It's such a crazy, bustling city - so different from the small town I grew up in. I mean, I love my job as a data scientist - it's challenging, but in a good way, you know? I get to work with some seriously smart people, and I'm always learning new things. And the company I work for is doing some really cool stuff with AI and machine learning. I feel lucky to be a part of it.  But sometimes, I can't help but feel a little overwhelmed. Like, I'm constantly surrounded by people, but I still feel lonely, you know? I miss my family and friends back home. And even though I've made some new friends here, it's not the same. I guess that's just part of growing up, right?  And then there's the city itself. It's so big, so diverse, so full of things to do and see. I feel like I've barely scratched the surface. I mean, I've been to a few museums, and I've tried some new restaurants, but there's so much more to explore. I want to see it all, do it all. I want to make the most of my time here.  But at the same time, I can't help but think about the future. Like, what's next for me? I'm 25 now - I'm not getting any younger. I know I want to keep growing and learning as a data scientist, but I also want to do something more. I want to make a difference, you know? I want to use my skills to help people, to make the world a better place.  I just don't know how to do that yet. I feel like I'm still figuring things out, still trying to find my place in the world. But I guess that's okay. I'm young, I'm smart, I'm capable. I'll figure it out. I just need to be patient, and keep working hard. And maybe, along the way, I'll discover some new goals, some new passions.  For now, though, I'm just going to take things one day at a time. I'm going to keep exploring this amazing city, keep learning new things at work, keep building relationships with the people around me. And who knows? Maybe I'll stumble upon some new opportunities, some new paths to follow.  I just need to trust myself, and trust the process. I'm exactly where I'm supposed to be, doing exactly what I'm supposed to be doing. And even if it doesn't always feel like it, I'm happy. I'm grateful. I'm living my best life. And that's all that really matters, right?",-2.5167229310513246,2.3295264069370925,0.3686557772098516,-2.341737790286808,3.663799148912794,-1.476727715507855,-2.7128942510572505,3.5330122884562045
3,4,positive,0.1,"  Alright, self, let's have a little chat, shall we? I mean, who else is going to listen to me, really? I've been in this city for, what, six months now? Feels like both a blink and an eternity. I've got this data science job, and it's... well, it's alright, I suppose. I crunch numbers and make graphs all day, trying to help the company make sense of their data. It's interesting, sure, but sometimes I wonder if this is really what I want to be doing with my life.  I mean, I spent all that time in university, studying math and computer science, and now I'm here, in the big city, working in a big company. But is this it? Is this the pinnacle of my existence? Just analyzing data and trying to make it tell a story? It's funny, because I always thought that once I got this job, I'd feel like I'd made it, you know? But now that I'm here, I just feel... I don't know, a bit empty, I guess.  But hey, at least I've got my mates, right? We go out, we have a laugh, we explore this crazy city together. I've only been here for half a year, but I've already got a group of people I can call my friends. That's something, isn't it? And London, man, it's a bloody amazing place. I still can't believe I live here. I mean, just the other day, I was walking through one of the parks, and I saw this squirrel, just going about its business, and I thought, ""I live here. I actually live here."" It's surreal, you know?  And I'm starting to explore the city more, too. I've been to a few museums, seen some of the sights, even taken a boat ride down the Thames. It's all so... I don't know, inspiring, I guess. There's just so much history here, so much culture. It's like every street corner has a story to tell, if you just take the time to listen.  So maybe that's what I need to do. Maybe I need to start listening to the city, and to myself. I've been so caught up in work and my social life that I haven't really taken the time to think about what I want to do next. I mean, I'm only 25, I've got my whole life ahead of me. I could do anything, be anything. I could stay in this data science job, or I could branch out and try something new. I could even start my own company, who knows?  The point is, I've got options. And I need to start exploring them, instead of just going through the motions every day. I need to start setting some new goals for myself, challenging myself to be better, to do more. Because if I don't, I'm just going to end up stuck in this rut, and I don't want that. I want to keep growing, keep learning, keep experiencing new things.  So, self, here's what we're going to do. We're going to start taking some time for ourselves, away from work and our mates. We're going to start exploring the city more, really getting to know it, and maybe even finding some new hobbies along the way. We're going to start thinking about what we want to do next, what our long-term goals are, and how we're going to achieve them. And most importantly, we're going to start listening to ourselves, trusting our instincts, and following our hearts.  Because at the end of the day, we're the only ones who really know what's best for us. And if we can just learn to trust ourselves, to believe in ourselves, then there's no telling what we can achieve. So let's do this, self. Let's make the most of this new chapter in our lives, and see where it takes us.  And who knows, maybe one day, we'll look back on this moment, this decision to start listening to ourselves and following our dreams, and we'll be glad we did. Because it's those moments, those choices, that define us, that make us who we are. And I, for one, want to be someone who's not afraid to take risks, to chase their dreams, and to see where life takes them.  So here's to the future, self. Here's to new adventures, new challenges, and new goals. And most importantly, here's to us, to the person we are, and the person we're becoming. Because I think we're pretty bloody amazing, if I do say so myself.",-2.2783974441793173,0.11632131465296294,1.0990120761807272,-2.8042524847454207,3.7618408068830327,-1.454024364036268,-2.1850885698297238,3.249549505840399
4,5,positive,0.1,"  Alright, self, let's have a little chat, shall we? I mean, who else is gonna listen to me, eh? I'm just this 25-year-old data scientist, working for some big company in this bustling, chaotic, beautiful city of London. Just over a year ago, I was still living in that quaint little town, with its cobblestone streets and sleepy afternoons. Now, I'm here, in a place where the days and nights blend into one, and the pace is relentless.  I've got to admit, I'm still getting used to it all. The Tube, the crowds, the constant noise - it's a bit much sometimes. But then, I step out of the office, and I see the Shard, or the London Eye, or the Thames, and I think, ""Yeah, this is where I'm supposed to be."" I've got a job I love, working with numbers and patterns and algorithms, and I'm making a difference, however small, in this vast, interconnected world.  But it's not all work and no play, is it? I've got my mates, my little group of misfits, who've welcomed me into their fold with open arms. We go out, we have a laugh, we explore this city together. And when we're not out and about, we're huddled around our laptops, working on our side projects, dreaming of the day when one of them will take off, and we'll be our own bosses.  And then there's the exploring. Oh, the exploring. I've always loved to wander, to get lost in new places, to discover hidden corners and secret alleys. And London, well, London is a treasure trove of delights. I've stumbled upon ancient churches, tucked away in the heart of the city, and vibrant street markets, selling everything from fresh produce to vintage clothes. I've walked along the South Bank, watching the sun set behind the Houses of Parliament, and I've gotten lost in the labyrinthine streets of Soho, stumbling upon tucked-away bars and cozy little cafes.  But, self, there's more to life than work and friends and exploring, isn't there? There's the future, the great unknown, the path that lies ahead. And I've been thinking about that a lot lately. I've been thinking about what I want to achieve, where I want to go, who I want to be. I've been thinking about learning new skills, about pushing myself out of my comfort zone, about taking on new challenges.  I've been thinking about writing more code, about creating something that people will use and appreciate. I've been thinking about teaching, about sharing my knowledge and passion with others. I've been thinking about traveling, about seeing the world, about experiencing new cultures and meeting new people.  And I've been thinking about you, self, about how I can be a better me. I can be more patient, more kind, more understanding. I can listen more, talk less, and really hear what others are saying. I can be more present, more mindful, more engaged in the world around me.  So, here's to you, self, and to this new chapter of my life. Here's to the challenges and the triumphs, the joys and the sorrows, the laughter and the tears. Here's to the city of London, with its vibrant energy and its endless possibilities. And here's to me, a 25-year-old data scientist, trying to make his mark on the world, one line of code at a time.",-2.6605990913367363,3.3969676197756344,-0.013212184433763624,-2.569558155297907,7.043807670643513,-2.1185199194429396,-2.852284853971816,3.8426068557567157
5,6,positive,0.1,"  Man, I can't believe it's been six months since I moved to London. It's still sinking in, you know? I mean, I went from this small town in the countryside to one of the biggest cities in the world. I'm working as a data scientist in this massive company, and I'm constantly surrounded by people who are so smart, so driven. It's... it's a bit overwhelming at times, but I can't deny that it's exhilarating.  I still remember the day I got the job offer. I was sitting in my old flat, staring at my computer screen, and I saw the email come in. I think I must have read it a dozen times before it finally sank in. I was moving to London. I was going to be a data scientist. I was going to start this new chapter of my life. And here I am, six months later, right in the middle of it all.  But it's not all sunshine and rainbows, you know? I miss my family, I miss my friends. I miss the quiet, the open spaces, the fresh air. London is... well, it's a bit of a culture shock, to be honest. It's loud, it's crowded, it's always moving. It's taken some getting used to, but I think I'm starting to find my rhythm.  And then there's work. Don't get me wrong, I love my job. I love the challenge, I love the sense of accomplishment I get when I solve a difficult problem. But it's also... it's a lot. I'm constantly surrounded by data, by numbers, by algorithms. It's like I'm living in a never-ending stream of information. And sometimes, I just need a break. I need to unplug, to disconnect. But I can't, not really. Not if I want to stay ahead of the game.  So I've been trying to find other ways to cope. I've been exploring the city, for one. I've been to museums, to galleries, to parks. I've been trying new foods, meeting new people. And it's been... it's been good. It's been a way for me to step outside of myself, to forget about work for a little while.  And then there's my friends. I've been lucky enough to meet some amazing people here in London. People who are smart, and funny, and kind. People who have become like family to me. We go out, we have fun, we talk about everything and nothing. And it's... it's nice. It's a reminder that I'm not alone in this big, crazy city.  But even with all of that, I can't help but feel like something's missing. Like there's this hole inside of me that I can't quite fill. I've been thinking about it a lot lately, trying to figure out what it is. And I think... I think it's purpose. I think I'm looking for something more, something beyond just work and friends and exploring the city.  I don't know what that something is yet, but I'm going to find it. I'm going to keep pushing, keep striving, keep searching. Because I believe that there's more to life than just data and numbers and algorithms. There's passion, and love, and connection. And I want to find it all. I want to experience it all. I want to live my life to the fullest.  So here's to the next six months, London. Here's to new adventures, new challenges, new discoveries. Here's to finding my purpose, my passion, my place in this big, beautiful world. And here's to me, a 25-year-old boy from a small town, trying to make it in the big city. I may be scared, I may be unsure, but I'm also excited. I'm also hopeful. I'm also ready.  Let's do this, London. Let's see what the future holds.",-2.6548934924876413,0.6199506097873787,2.1950544445335627,-1.9955667088599494,4.883348606936787,-1.3256521736802296,-2.346725099034667,2.5958026580527775
6,7,positive,0.1,"  Alright, self, let's have a little chat, eh? I mean, who else is gonna listen to me, really? I've been in this city for, what, six months now? Feels like both a blink and an eternity. I've got this data science gig, and it's alright, you know? I crunch numbers, build models, and try to make sense of it all. It's like solving a puzzle every day, and I can't deny that I love that feeling when it all clicks.  But London, blimey, it's a beast of a place. I mean, I've lived in cities before, but this one's different. It's got this energy, this pulse that just doesn't quit. It's exciting, sure, but it's also a bit overwhelming. I feel like I'm always playing catch-up, trying to keep up with the pace of it all.  I've made some mates, though, which helps. We grab a pint or two, have a laugh, and forget about the world for a bit. It's nice, you know? Having people who get it, who understand what it's like to be a bit lost in this big, sprawling metropolis.  And I've been exploring, too. I mean, I've seen more art, more history, more... life in the past six months than I have in years. It's like every corner of this city has a story to tell, and I'm just trying to soak it all in. I've even started taking pictures, trying to capture a bit of it all. Maybe it's silly, but it feels like I'm leaving my mark, you know?  But then there's the future. I've got this job, sure, but what's next? Do I want to climb the corporate ladder? Start my own thing? Move back home? I don't know, and that's the scary part. I've always had a plan, a goal, but now... now it's all a bit hazy.  I guess that's what growing up is, though, right? Figuring it all out as you go along. And I suppose I'm lucky, really. I've got a job I enjoy, friends who care about me, and a city that's just begging to be explored. I might not have it all figured out, but I've got a good starting point, and that's more than some people can say.  So, self, here's to you, and to this new chapter. Let's see where it takes us, eh?",-1.5902463135726894,-0.5091869606428899,4.140988197427219,-2.468810020765214,3.3423828657030503,-0.8773389355978274,-2.904107346396242,1.7172027669527772
7,8,positive,0.1,"  Alright, self, let's have a little chat, shall we? I mean, who else is going to listen to me, really? I've been in London for, what, six months now? Feels like both a blink and an eternity at the same time. The city's a beast, I'll give it that. Always moving, always changing. It's a bit... overwhelming, to be honest.  I mean, I love my job, don't get me wrong. Data science is like this massive puzzle, and I get to be the one putting it all together. It's like I'm uncovering secrets that no one else can see. It's... exhilarating, really. And the people I work with, they're alright, too. A bit posh for my taste, but they're smart, and that counts for something, right?  But when I'm not at work, it's like I'm just going through the motions. I see my mates, have a pint or two, and then it's back home, rinse and repeat. I mean, I've got to explore this city, right? It's not every day you get to live in a place like London. I've got to make the most of it.  And then there's the future. What do I want, really? I've got this job, sure, but is it... enough? I don't know. I've always had this itch, you know? Like there's something more out there for me. I just can't quite put my finger on it. Maybe I'm just being silly. I don't know.  But I've got to do something, right? I can't just stay stagnant. I've got to keep moving, keep growing. I've got to find my place in this city, in this world. I've got to make my mark. I just... I don't know how.  I guess that's what this is all about, isn't it? Figuring it all out as I go. I'm not sure I like it, but I suppose it's better than the alternative. At least this way, I'm living. I'm doing. I'm being. And maybe, just maybe, I'll find what I'm looking for.  Or maybe I won't. But hey, at least I tried, right? At least I didn't just sit around and let life pass me by. At least I can say I gave it my all. And maybe, just maybe, that's enough.    Alright, self, that's enough introspection for now. Time to get back to the real world. Time to keep moving, keep growing. Time to find my place in this city, in this world. Wish me luck, eh? I'm gonna need it.",-1.8756190702433164,0.8580543041809355,1.0704375153154353,-1.9624683803622593,2.3738348864208456,-1.3062679487832833,-1.8937010752447154,0.8547170806930484
8,9,positive,0.1,"  Alright, self, let's have a little chat, eh? I mean, who else is gonna listen to me, really? I've been in this city for, what, six months now? Feels like both a blink and an eternity. I've got this data science gig, and it's alright, you know? I crunch numbers, make predictions, help the company make better decisions. It's all very ""Big Brother,"" but with less surveillance and more spreadsheets.  I've made some decent mates here, too. We grab a pint or two, watch some footie, the usual bloke stuff. It's nice, having a bit of a social life outside of work. Makes me feel like I'm actually living here, not just existing.  But London, blimey, it's a beast of a city. Always moving, always changing. I've started exploring a bit, you know? Taking the Tube to random stops, wandering around, seeing what I can find. Found this little park the other day, right in the middle of the city, and it was... peaceful. Like a little oasis in the middle of all the chaos. I might start doing that more often, just to clear my head.  And speaking of heads, I've been doing a bit of thinking about the future. I mean, I'm a data scientist, but is that what I want to be for the rest of my life? Don't get me wrong, I like the work, but... I don't know. There's got to be more to life than just numbers and algorithms, right? Maybe I should learn a new skill, or take up a hobby, or something. I've always been a bit curious about photography, actually. Capturing moments, freezing time... it's a bit romantic, isn't it?  But then again, maybe I'm just getting ahead of myself. I'm still new here, still figuring things out. I should probably focus on the present for a bit, huh? Get settled, make some more friends, explore some more of this bloody amazing city. Yeah, that sounds like a plan.  Alright, self, that's enough introspection for now. Time to get back to work, or meet up with the mates, or whatever. Just... remember to take a moment for yourself every now and then, alright? This city can be overwhelming, but it's also full of possibilities. And who knows? Maybe one of these days, I'll stumble upon my big break, my chance to make a real difference.  Until then, I'll just keep on keeping on. After all, I'm a Londoner now, and we blokes are made of sterner stuff than a bit of self-doubt and uncertainty. Right, self? Right.",-1.5179549691593306,0.9094293819801922,1.2241905733172482,-2.481060004561209,1.0160663729029549,-1.5328113954403586,-1.3522842918586353,3.310990191210403
9,10,positive,0.1,"  Alright, self, let's have a little chat, shall we? I mean, who else is going to listen to me, really? I've been in London for, what, six months now? Feels like both a blink and an eternity at the same time. The city's a beast, I'll give it that. Always moving, always changing. It's a bit... overwhelming, to be honest.  But hey, I've got a job, right? Data scientist, they call me. It's not half bad, actually. I get to play with numbers and patterns all day, and somehow, that puts food on the table. And the people, they're alright, too. Bit posh for my taste, but I'm just a small-town boy, really. Still, they're smart, and I learn something new every day. That's got to count for something, right?  And the flat, well, it's not home, but it's a place to rest my head. It's funny how a place can feel so foreign, even after you've unpacked your bags and called it your own. But I suppose that's London for you. It's not a city that welcomes you with open arms. It's more of a ""figure it out yourself"" kind of place.  But I'm trying. I really am. I've started exploring, you know? Taking the Tube to places I've never been, just to see what's there. I've stumbled upon some right gems, I have. Little corners of the city that feel like secrets, just waiting to be discovered. And with each new place, I feel a bit more... connected, I suppose. Like I'm starting to understand this crazy, beautiful, infuriating city.  And then there's my mates. They've been brilliant, they have. Always up for a laugh, always ready to lend a hand. We've had some right cracking times, we have. But it's more than that, isn't it? They're... I don't know, they're family, in a way. A family of choice, not of blood. And that's something, isn't it?  But I can't help but think about the future, too. I mean, I'm a data scientist, right? There's got to be more to life than just numbers and patterns. I've started to wonder, you see, about what I want to do, who I want to be. I've got this itch, this feeling that there's something more out there for me. Something bigger, something better.  I just don't know what it is yet.  But I'm young, aren't I? I've got time. Time to figure it out, time to make mistakes, time to learn. And maybe, just maybe, I'll find my place in this city. My own little corner, where I can belong.  So, here's to London, and to me. To the future, and to the present. To the journey, and to the destination. And to the quiet moments, like this one, where I can just... be.  Because, in the end, that's all any of us can really do, isn't it? Just be.  ",-1.5373993369215742,0.4115861579643869,2.19936977387967,-1.1732895685862925,3.8194501069147666,-0.02084889210465036,-0.6596844529708731,2.869507783286685
